kabupaten,kecamatan,x1_banjir,x2_angin,x3_gempa,x4_longsor,x5_kebakaran,latitude,longitude,cluster
kabupaten bandung barat,gununghalu,0.0199335548172757,0.0185185185185185,0.0561959654178674,0.4161849710982658,0.2307692307692307,-7.0333284,107.3147771,0
kabupaten bandung barat,lembang,0.0,0.0,0.0331412103746397,0.1849710982658959,0.0256410256410256,-6.8111033,107.6171239,0
kabupaten bandung barat,ngamprah,0.0166112956810631,0.0,0.0072046109510086,0.0693641618497109,0.0,-6.830761,107.5024731,0
kabupaten bandung barat,padalarang,0.0199335548172757,0.2222222222222222,0.0100864553314121,0.0751445086705202,0.0256410256410256,-6.84176,107.4728623,0
kabupaten bandung barat,parongpong,0.0,0.0,0.0,0.0173410404624277,0.0,-6.804719,107.588162,0
kabupaten bandung barat,rongga,0.0,0.0,0.0028818443804034,0.1387283236994219,0.1538461538461538,-6.99769,107.279793,0
kabupaten bandung barat,saguling,0.0033222591362126,0.0,0.0,0.0693641618497109,0.0,-6.8918312,107.3705669,0
kabupaten bandung barat,sindangkerta,0.0099667774086378,0.1481481481481481,0.0187319884726224,0.2947976878612716,0.2307692307692307,-6.991297,107.4086895,0
kabupaten bekasi,babelan,0.1162790697674418,0.3888888888888888,0.0,0.0057803468208092,0.0,-6.1641587,107.040592,0
kabupaten bekasi,bojongmangu,0.0166112956810631,0.0,0.0014409221902017,0.0346820809248554,0.0,-6.4336368,107.1934549,0
kabupaten bekasi,cabangbungin,0.0564784053156146,0.0,0.0,0.0,0.0,-6.0696873,107.1605285,0
kabupaten bekasi,cibarusah,0.0,0.1296296296296296,0.0,0.0520231213872832,0.0,-6.4375384,107.0750972,0
kabupaten bekasi,cibitung,0.1727574750830564,0.1481481481481481,0.0,0.0,0.1538461538461538,-7.3258385,106.6215285,0
kabupaten bekasi,cikarang barat,0.0631229235880398,0.0,0.0,0.0346820809248554,0.0,-6.32375,107.063148,0
kabupaten bekasi,cikarang pusat,0.0465116279069767,0.0,0.0,0.0057803468208092,0.0,-6.3597,107.183708,0
kabupaten bekasi,cikarang selatan,0.0166112956810631,0.0185185185185185,0.0,0.0,0.0256410256410256,-6.36107,107.10807,0
kabupaten bekasi,cikarang timur,0.2491694352159468,0.0925925925925925,0.0057636887608069,0.0173410404624277,0.0512820512820512,-6.268323,107.205827,0
kabupaten bekasi,cikarang utara,0.1262458471760797,0.2407407407407407,0.0057636887608069,0.0,0.0,-6.26372,107.164253,0
kabupaten bekasi,karang bahagia,0.0531561461794019,0.037037037037037,0.0,0.0,0.0,-6.1914099,107.179147,0
kabupaten bekasi,kedung waringin,0.0730897009966777,0.1111111111111111,0.0057636887608069,0.0057803468208092,0.0256410256410256,-6.261565,107.271963,0
kabupaten bekasi,muaragembong,0.0996677740863787,0.0,0.0,0.0173410404624277,0.0,-5.992552,107.051954,0
kabupaten bekasi,pebayuran,0.1129568106312292,0.0,0.0100864553314121,0.0,0.0,-6.20472,107.245934,0
kabupaten bekasi,serang baru,0.0166112956810631,0.0,0.0100864553314121,0.0057803468208092,0.0,-6.20822,107.186813,0
kabupaten bekasi,setu,0.0531561461794019,0.2037037037037037,0.0,0.0,0.0769230769230769,-6.3365693,107.0421387,0
kabupaten bekasi,sukakarya,0.0299003322259136,0.0,0.0,0.0057803468208092,0.0,-6.1383677,107.1760593,0
kabupaten bekasi,sukatani,0.0431893687707641,0.0,0.0,0.0,0.0,-6.164715,107.179671,0
kabupaten bekasi,sukawangi,0.0398671096345514,0.0,0.0,0.0,0.0,-6.135947,107.1258074,0
kabupaten bekasi,tambelang,0.0132890365448504,0.0,0.0,0.0,0.0,-6.164455,107.092301,0
kabupaten bekasi,tambun selatan,0.0664451827242525,0.037037037037037,0.0043227665706051,0.0,0.0,-6.16753,106.963943,0
kabupaten bekasi,tambun utara,0.0996677740863787,0.5925925925925926,0.0,0.0520231213872832,0.0,-6.17123,107.052322,0
kabupaten bekasi,tarumajaya,0.1029900332225913,0.0,0.0,0.0,0.0,-6.10254,106.99395,0
kabupaten bogor,babakan madang,0.0797342192691029,0.0925925925925925,0.0043227665706051,0.1329479768786127,0.0,-6.5640263,106.8640262,0
kabupaten bogor,bojong gede,0.1694352159468438,0.2962962962962963,0.0129682997118155,0.1156069364161849,0.0,-6.4898394,106.7947858,0
kabupaten bogor,caringin,0.0,0.3148148148148147,0.0360230547550432,0.1445086705202312,0.0,-6.4418132,106.7743479,0
kabupaten bogor,cariu,0.0199335548172757,0.3148148148148147,0.0014409221902017,0.0,0.0256410256410256,-6.5046612,107.1326533,0
kabupaten bogor,ciampea,0.0730897009966777,0.3333333333333333,0.0345821325648414,0.1445086705202312,0.0769230769230769,-6.5546699,106.6968665,0
kabupaten bogor,ciawi,0.0431893687707641,0.1481481481481481,0.0576368876080691,0.3468208092485549,0.0,-6.5254215,106.5792344,0
kabupaten bogor,cibungbulang,0.0365448504983388,0.2222222222222222,0.0244956772334293,0.0809248554913294,0.0,6.582331,106.645203,0
kabupaten bogor,cigombong,0.0099667774086378,0.4074074074074074,0.0763688760806916,0.1618497109826589,0.0,-6.7429244,106.8034317,0
kabupaten bogor,cigudeg,0.1461794019933555,0.3148148148148147,0.0345821325648414,0.2890173410404624,0.0512820512820512,6.5501489,106.5349514,0
kabupaten bogor,cijeruk,0.0033222591362126,0.3888888888888888,0.0576368876080691,0.4450867052023121,0.0512820512820512,-6.707088,106.7961321,0
kabupaten bogor,cileungsi,0.0232558139534883,0.1481481481481481,0.0172910662824207,0.0,0.0256410256410256,-6.7102934,106.8784976,0
kabupaten bogor,ciomas,0.0265780730897009,0.7962962962962963,0.0273775216138328,0.2196531791907514,0.0,-6.6077747,106.7668201,0
kabupaten bogor,cisarua,0.0299003322259136,0.1666666666666666,0.0043227665706051,0.2485549132947976,0.0,-6.6796943,106.9343616,0
kabupaten bogor,ciseeng,0.0033222591362126,0.3148148148148147,0.0028818443804034,0.0173410404624277,0.0256410256410256,-6.450758,106.6807104,0
kabupaten bogor,citeureup,0.0199335548172757,0.0925925925925925,0.0,0.0404624277456647,0.0,-6.4813979,106.883697,0
kabupaten bogor,dramaga,0.0265780730897009,0.6481481481481481,0.0590778097982708,0.3179190751445087,0.0256410256410256,-6.5755385,106.738174,0
kabupaten bogor,gunung putri,0.0232558139534883,0.0555555555555555,0.0,0.0404624277456647,0.0,-6.4641341,106.8916515,0
kabupaten bogor,gunung sindur,0.0099667774086378,0.037037037037037,0.0086455331412103,0.0,0.0769230769230769,-6.3854304,106.6742035,0
kabupaten bogor,jasinga,0.1362126245847176,0.1481481481481481,0.0230547550432276,0.1965317919075144,0.1282051282051282,-6.4798553,106.4636539,0
kabupaten bogor,jonggol,0.0099667774086378,0.2037037037037037,0.0086455331412103,0.0346820809248554,0.0256410256410256,-6.4684838,107.0661376,0
kabupaten bogor,kemang,0.0531561461794019,0.1296296296296296,0.0072046109510086,0.1040462427745664,0.0512820512820512,-6.5122915,106.7551754,0
kabupaten bogor,klapanunggal,0.0897009966777408,0.3333333333333333,0.0086455331412103,0.0578034682080924,0.0512820512820512,-6.44946,106.974541,0
kabupaten bogor,leuwiliang,0.0365448504983388,0.2777777777777778,0.0129682997118155,0.3815028901734104,0.0,-6.5741124,106.6320672,0
kabupaten bogor,leuwisadeng,0.0132890365448504,0.074074074074074,0.0028818443804034,0.0693641618497109,0.0769230769230769,-6.5736852,106.6035368,0
kabupaten bogor,megamendung,0.0166112956810631,0.2222222222222222,0.0417867435158501,0.2254335260115607,0.2307692307692307,-6.6746457,106.8829447,0
kabupaten bogor,nanggung,0.0564784053156146,0.1111111111111111,0.0590778097982708,0.3641618497109826,0.0512820512820512,-6.6044248,106.538666,0
kabupaten bogor,pamijahan,0.0099667774086378,0.5555555555555556,0.0417867435158501,0.2774566473988439,0.0256410256410256,-6.6435115,106.6523988,0
kabupaten bogor,parung,0.0265780730897009,0.3333333333333333,0.0043227665706051,0.0,0.0,-6.4212984,106.7333552,0
kabupaten bogor,parung panjang,0.0664451827242525,0.3518518518518518,0.0403458213256484,0.0751445086705202,0.0769230769230769,-6.3421951,106.5734165,0
kabupaten bogor,ranca bungur,0.0299003322259136,0.0555555555555555,0.0086455331412103,0.0982658959537572,0.0,-6.5372152,106.7061891,0
kabupaten bogor,rumpin,0.0265780730897009,0.2222222222222222,0.0057636887608069,0.1156069364161849,0.1794871794871795,-6.441805,106.6405055,0
kabupaten bogor,sukajaya,0.0564784053156146,0.5740740740740741,0.154178674351585,0.4393063583815029,0.0769230769230769,-6.5927435,106.513982,0
kabupaten bogor,sukamakmur,0.0166112956810631,0.2222222222222222,0.0259365994236311,0.2485549132947976,0.0512820512820512,-6.6137132,106.7513037,0
kabupaten bogor,sukaraja,0.0797342192691029,0.2407407407407407,0.0086455331412103,0.1445086705202312,0.0769230769230769,-6.5972285,106.8291232,0
kabupaten bogor,tajurhalang,0.0066445182724252,0.0925925925925925,0.0,0.0115606936416184,0.0,-6.47125,106.7715,0
